Code Domaine,Domaine,Code zone (M49),Zone,Food Value Code,Food Value,Industry Code,Industry,Factor Code,Factor,Code Élément,Élément,Code année,Année,Unité,Valeur,Symbole,Description du Symbole
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22123","Labour","6223","Factor share","2015","2015","%","45.711449","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22123","Labour","6222","Industry share","2012","2012","%","20.183322","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22123","Labour","6222","Industry share","2013","2013","%","19.436167","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22123","Labour","6222","Industry share","2014","2014","%","19.408684","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22123","Labour","6222","Industry share","2015","2015","%","20.557392","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22123","Labour","6110","Valeur US $","2012","2012","Millions d’USD","9909.408","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22123","Labour","6110","Valeur US $","2013","2013","Millions d’USD","9381.479","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22123","Labour","6110","Valeur US $","2014","2014","Millions d’USD","8296.137","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22123","Labour","6110","Valeur US $","2015","2015","Millions d’USD","7039.448","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22124","Taxes","6223","Factor share","2012","2012","%","11.286033","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22124","Taxes","6223","Factor share","2013","2013","%","10.932718","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22124","Taxes","6223","Factor share","2014","2014","%","9.228598","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22124","Taxes","6223","Factor share","2015","2015","%","11.886058","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22124","Taxes","6222","Industry share","2012","2012","%","28.460121","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22124","Taxes","6222","Industry share","2013","2013","%","27.679113","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22124","Taxes","6222","Industry share","2014","2014","%","25.152293","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22124","Taxes","6222","Industry share","2015","2015","%","27.87306","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22124","Taxes","6110","Valeur US $","2012","2012","Millions d’USD","2558.028","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22124","Taxes","6110","Valeur US $","2013","2013","Millions d’USD","2397.656","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22124","Taxes","6110","Valeur US $","2014","2014","Millions d’USD","1719.201","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22124","Taxes","6110","Valeur US $","2015","2015","Millions d’USD","1830.423","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6223","Factor share","2012","2012","%","11.072704","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6223","Factor share","2013","2013","%","11.793974","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6223","Factor share","2014","2014","%","13.384246","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6223","Factor share","2015","2015","%","12.976979","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6222","Industry share","2012","2012","%","12.570201","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6222","Industry share","2013","2013","%","13.425476","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6222","Industry share","2014","2014","%","14.849259","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6222","Industry share","2015","2015","%","14.414093","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6110","Valeur US $","2012","2012","Millions d’USD","2509.676","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6110","Valeur US $","2013","2013","Millions d’USD","2586.538","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6110","Valeur US $","2014","2014","Millions d’USD","2493.359","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22125","Importation","6110","Valeur US $","2015","2015","Millions d’USD","1998.422","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6223","Factor share","2012","2012","%","33.920901","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6223","Factor share","2013","2013","%","34.496084","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6223","Factor share","2014","2014","%","32.853844","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6223","Factor share","2015","2015","%","29.425514","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6222","Industry share","2012","2012","%","17.92097","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6222","Industry share","2013","2013","%","18.252277","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6222","Industry share","2014","2014","%","16.579069","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6222","Industry share","2015","2015","%","15.427167","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6110","Valeur US $","2012","2012","Millions d’USD","7688.318","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6110","Valeur US $","2013","2013","Millions d’USD","7565.341","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6110","Valeur US $","2014","2014","Millions d’USD","6120.362","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22116","Manufacture of food, beverages and tobacco products","22122","Operating surplus","6110","Valeur US $","2015","2015","Millions d’USD","4531.455","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22126","Primary Factors Total","6222","Industry share","2012","2012","%","10.591132","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22126","Primary Factors Total","6222","Industry share","2013","2013","%","10.169498","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22126","Primary Factors Total","6222","Industry share","2014","2014","%","10.309258","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22126","Primary Factors Total","6222","Industry share","2015","2015","%","10.148036","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22126","Primary Factors Total","6110","Valeur US $","2012","2012","Millions d’USD","12810.1486","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22126","Primary Factors Total","6110","Valeur US $","2013","2013","Millions d’USD","11963.9192","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22126","Primary Factors Total","6110","Valeur US $","2014","2014","Millions d’USD","10648.1193","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22126","Primary Factors Total","6110","Valeur US $","2015","2015","Millions d’USD","8529.1684","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6223","Factor share","2012","2012","%","34.316675","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6223","Factor share","2013","2013","%","34.354403","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6223","Factor share","2014","2014","%","35.375778","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6223","Factor share","2015","2015","%","34.947018","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6222","Industry share","2012","2012","%","8.953736","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6222","Industry share","2013","2013","%","8.515207","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6222","Industry share","2014","2014","%","8.812499","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6222","Industry share","2015","2015","%","8.704548","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6110","Valeur US $","2012","2012","Millions d’USD","4396.017","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6110","Valeur US $","2013","2013","Millions d’USD","4110.133","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6110","Valeur US $","2014","2014","Millions d’USD","3766.855","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22123","Labour","6110","Valeur US $","2015","2015","Millions d’USD","2980.69","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6223","Factor share","2012","2012","%","7.021859","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6223","Factor share","2013","2013","%","7.092644","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6223","Factor share","2014","2014","%","6.869592","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6223","Factor share","2015","2015","%","7.066977","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6222","Industry share","2012","2012","%","10.007779","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6222","Industry share","2013","2013","%","9.795958","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6222","Industry share","2014","2014","%","10.701749","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6222","Industry share","2015","2015","%","9.178539","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6110","Valeur US $","2012","2012","Millions d’USD","899.5106","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6110","Valeur US $","2013","2013","Millions d’USD","848.5582","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6110","Valeur US $","2014","2014","Millions d’USD","731.4823","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22124","Taxes","6110","Valeur US $","2015","2015","Millions d’USD","602.7544","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6223","Factor share","2012","2012","%","27.57598","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6223","Factor share","2013","2013","%","28.022481","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6223","Factor share","2014","2014","%","26.063006","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6223","Factor share","2015","2015","%","25.912831","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6222","Industry share","2012","2012","%","17.693335","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6222","Industry share","2013","2013","%","17.401668","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6222","Industry share","2014","2014","%","16.527889","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6222","Industry share","2015","2015","%","15.941224","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6110","Valeur US $","2012","2012","Millions d’USD","3532.524","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6110","Valeur US $","2013","2013","Millions d’USD","3352.587","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6110","Valeur US $","2014","2014","Millions d’USD","2775.22","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22125","Importation","6110","Valeur US $","2015","2015","Millions d’USD","2210.149","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6223","Factor share","2012","2012","%","31.085486","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6223","Factor share","2013","2013","%","30.530472","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6223","Factor share","2014","2014","%","31.691625","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6223","Factor share","2015","2015","%","32.073174","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6222","Industry share","2012","2012","%","9.282009","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6222","Industry share","2013","2013","%","8.812427","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6222","Industry share","2014","2014","%","9.141142","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6222","Industry share","2015","2015","%","9.313161","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6110","Valeur US $","2012","2012","Millions d’USD","3982.097","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6110","Valeur US $","2013","2013","Millions d’USD","3652.641","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6110","Valeur US $","2014","2014","Millions d’USD","3374.562","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22118","Transportation and storage","22122","Operating surplus","6110","Valeur US $","2015","2015","Millions d’USD","2735.575","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22126","Primary Factors Total","6222","Industry share","2012","2012","%","52.22803","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22126","Primary Factors Total","6222","Industry share","2013","2013","%","53.94396","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22126","Primary Factors Total","6222","Industry share","2014","2014","%","52.479763","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22126","Primary Factors Total","6222","Industry share","2015","2015","%","51.522578","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22126","Primary Factors Total","6110","Valeur US $","2012","2012","Millions d’USD","63170.662","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22126","Primary Factors Total","6110","Valeur US $","2013","2013","Millions d’USD","63462.44","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22126","Primary Factors Total","6110","Valeur US $","2014","2014","Millions d’USD","54204.751","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22126","Primary Factors Total","6110","Valeur US $","2015","2015","Millions d’USD","43303.428","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6223","Factor share","2012","2012","%","46.227219","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6223","Factor share","2013","2013","%","46.669621","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6223","Factor share","2014","2014","%","47.467075","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6223","Factor share","2015","2015","%","46.209829","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6222","Industry share","2012","2012","%","59.478242","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6222","Industry share","2013","2013","%","61.360707","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6222","Industry share","2014","2014","%","60.193555","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6222","Industry share","2015","2015","%","58.43675","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6110","Valeur US $","2012","2012","Millions d’USD","29202.04","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6110","Valeur US $","2013","2013","Millions d’USD","29617.68","E","Valeur estimée"
"GFDI","Parts en valeur par secteur et par facteur primaire","036","Australie","22120","Food At Home (FAH)","22119","Wholesale and retail trade","22123","Labour","6110","Valeur US $","2014","2014","Millions d’USD","25729.41","E","Valeur estimée"
